1,660,40,1,10,3,90,80,18,-1,6,1350,3,6,3,17.33,17.33,650,700
2,705,50,1,10,3,90,80,18,-1,6,1350,3,6,3,17.33,17.33,530,590
3,767.5,75,1,10,3,90,80,18,-1,6,1350,3,6,3,17.33,17.33,390,440
4,830,50,1,10,3,90,80,18,-1,6,1350,3,6,3,17.33,17.33,240,290
5.0,962.5,215,1,10,3,90,80,18,-1,6,1350,3,6,3,17.33,17.33,-120,0.01
5.1,962.5,215,1,10,3,90,80,18,-1,6,1350,3,6,3,17.33,17.33,30,150
5.2,962.5,215,1,10,3,90,80,18,-1,6,1350,3,6,3,17.33,17.33,-120,0.01
6,1120,100,1,10,3,90,80,18,-1,6,1350,3,6,3,17.33,17.33,-270,-220
